u,mu,t,i,ev,obs,val_re,val_im
1.0,0.05,0.0375,1,1,â,0.006433035165560662,0.0
1.0,0.05,0.0375,1,1,n̂,0.9684836077527194,0.0
1.0,0.05,0.0375,2,1,â⁺,0.00521787847553266,0.0
1.0,0.05,0.0375,2,1,â,0.00521787847553266,0.0
1.0,0.05,0.0375,2,1,n̂,0.9086501990113046,0.0
1.0,0.05,0.0375,3,1,â⁺,0.00015230291977735562,0.0
1.0,0.05,0.0375,3,1,â,0.00015230291977735562,0.0
1.0,0.05,0.0375,3,1,n̂,0.8405579248676626,0.0
1.0,0.05,0.0375,4,1,â⁺,-0.002139449330004645,0.0
1.0,0.05,0.0375,4,1,â,-0.002139449330004645,0.0
1.0,0.05,0.0375,4,1,n̂,0.7936317236405547,0.0
1.0,0.05,0.0375,5,1,â⁺,-0.00230514665459424,0.0
1.0,0.05,0.0375,5,1,â,-0.00230514665459424,0.0
1.0,0.05,0.0375,5,1,n̂,0.7894071454024237,0.0
1.0,0.05,0.0375,6,1,â⁺,0.0009389049171911111,0.0
1.0,0.05,0.0375,6,1,â,0.0009389049171911111,0.0
1.0,0.05,0.0375,6,1,n̂,0.8316592011843039,0.0
1.0,0.05,0.0375,7,1,â⁺,0.006694059027395377,0.0
1.0,0.05,0.0375,7,1,â,0.006694059027395377,0.0
1.0,0.05,0.0375,7,1,n̂,0.9016434759236969,0.0
1.0,0.05,0.0375,8,1,â⁺,0.008418492850293311,0.0
1.0,0.05,0.0375,8,1,â,0.008418492850293311,0.0
1.0,0.05,0.0375,8,1,n̂,0.9655975143641505,0.0
1.0,0.05,0.05,1,1,â⁺,-4.7986004467039014e-5,0.0
1.0,0.05,0.05,1,1,â,-4.7986004467039014e-5,0.0
1.0,0.05,0.05,1,1,n̂,0.8458997086062583,0.0
1.0,0.05,0.05,2,1,â⁺,-4.0113692688623265e-5,0.0
1.0,0.05,0.05,2,1,â,-4.0113692688623265e-5,0.0
1.0,0.05,0.05,2,1,n̂,0.7023955852345571,0.0
1.0,0.05,0.05,3,1,â⁺,-3.882052105832873e-5,0.0
1.0,0.05,0.05,3,1,â,-3.882052105832873e-5,0.0
1.0,0.05,0.05,3,1,n̂,0.6918955083212249,0.0
1.0,0.05,0.05,4,1,â⁺,-5.487404417008616e-6,0.0
1.0,0.05,0.05,4,1,â,-5.487404417008616e-6,0.0
1.0,0.05,0.05,4,1,n̂,0.7598972063827846,0.0
1.0,0.05,0.05,5,1,â⁺,2.0508078292437414e-5,0.0
1.0,0.05,0.05,5,1,â,2.0508078292437414e-5,0.0
1.0,0.05,0.05,5,1,n̂,0.759927641585922,0.0
1.0,0.05,0.05,6,1,â⁺,2.7226727518194837e-5,0.0
1.0,0.05,0.05,6,1,â,2.7226727518194837e-5,0.0
1.0,0.05,0.05,6,1,n̂,0.6918867175731813,0.0
1.0,0.05,0.05,7,1,â⁺,2.9265627976490868e-5,0.0
1.0,0.05,0.05,7,1,â,2.9265627976490868e-5,0.0
1.0,0.05,0.05,7,1,n̂,0.7022864518525145,0.0
1.0,0.05,0.05,8,1,â⁺,5.664672360203223e-6,0.0
1.0,0.05,0.05,8,1,â,5.6646723602032225e-6,0.0
1.0,0.05,0.05,8,1,n̂,0.8458111964780005,0.0
1.0,0.05,0.0625,1,1,â⁺,-7.806894357793812e-6,0.0
1.0,0.05,0.0625,1,1,â,-7.806894357793812e-6,0.0
1.0,0.05,0.0625,1,1,n̂,0.8353309769041809,0.0
1.0,0.05,0.0625,2,1,â⁺,-4.9586950883209285e-6,0.0
1.0,0.05,0.0625,2,1,â,-4.9586950883209285e-6,0.0
1.0,0.05,0.0625,2,1,n̂,0.7055852994230862,0.0
1.0,0.05,0.0625,3,1,â⁺,-4.567502345889575e-6,0.0
1.0,0.05,0.0625,3,1,â,-4.567502345889575e-6,0.0
1.0,0.05,0.0625,3,1,n̂,0.6984985530011331,0.0
1.0,0.05,0.0625,4,1,â⁺,-4.942912710674746e-7,0.0
1.0,0.05,0.0625,4,1,â,-4.942912710674746e-7,0.0
1.0,0.05,0.0625,4,1,n̂,0.7605973588256296,0.0
1.0,0.05,0.0625,5,1,â⁺,2.158383272074871e-6,0.0
1.0,0.05,0.0625,5,1,â,2.158383272074871e-6,0.0
1.0,0.05,0.0625,5,1,n̂,0.7606012612555992,0.0
1.0,0.05,0.0625,6,1,â⁺,1.8846767092972159e-6,0.0
1.0,0.05,0.0625,6,1,â,1.8846767092972159e-6,0.0
1.0,0.05,0.0625,6,1,n̂,0.6984983367051059,0.0
1.0,0.05,0.0625,7,1,â⁺,2.5406208517160556e-6,0.0
1.0,0.05,0.0625,7,1,â,2.5406208517160556e-6,0.0
1.0,0.05,0.0625,7,1,n̂,0.7055710893748769,0.0
1.0,0.05,0.0625,8,1,â⁺,5.569875591886985e-7,0.0
1.0,0.05,0.0625,8,1,â,5.569875591886985e-7,0.0
1.0,0.05,0.0625,8,1,n̂,0.8353171250169656,0.0
1.0,0.05,0.075,1,1,â⁺,-1.9011991497307585e-6,0.0
1.0,0.05,0.075,1,1,â,-1.9011991497307585e-6,0.0
1.0,0.05,0.075,1,1,n̂,0.8242541743280073,0.0
1.0,0.05,0.075,2,1,â⁺,-1.5016939655667385e-6,0.0
1.0,0.05,0.075,2,1,â,-1.5016939655667385e-6,0.0
1.0,0.05,0.075,2,1,n̂,0.7091063527807742,0.0
1.0,0.05,0.075,3,1,â⁺,-1.7199911609832e-6,0.0
1.0,0.05,0.075,3,1,â,-1.7199911609832e-6,0.0
1.0,0.05,0.075,3,1,n̂,0.7051535899339644,0.0
1.0,0.05,0.075,4,1,â⁺,-4.5163285494331037e-7,0.0
1.0,0.05,0.075,4,1,â,-4.516328549433105e-7,0.0
1.0,0.05,0.075,4,1,n̂,0.7614838745786853,0.0
1.0,0.05,0.075,5,1,â⁺,3.386126903148884e-7,0.0
1.0,0.05,0.075,5,1,â,3.386126903148884e-7,0.0
1.0,0.05,0.075,5,1,n̂,0.7614834222404729,0.0
1.0,0.05,0.075,6,1,â⁺,1.7253584702121897e-7,0.0
1.0,0.05,0.075,6,1,â,1.7253584702121897e-7,0.0
1.0,0.05,0.075,6,1,n̂,0.7051538074872845,0.0
1.0,0.05,0.075,7,1,â⁺,4.0774317158200633e-7,0.0
1.0,0.05,0.075,7,1,â,4.0774317158200633e-7,0.0
1.0,0.05,0.075,7,1,n̂,0.7091084850639361,0.0
1.0,0.05,0.075,8,1,â⁺,-7.09308450689e-7,0.0
1.0,0.05,0.075,8,1,â,-7.093084506890001e-7,0.0
1.0,0.05,0.075,8,1,n̂,0.8242562935749598,0.0
1.0,0.05,0.0875,1,1,â⁺,-1.7204390395555573e-7,0.0
1.0,0.05,0.0875,1,1,â,-1.7204390395555573e-7,0.0
1.0,0.05,0.0875,1,1,n̂,0.8126975246900442,0.0
1.0,0.05,0.0875,2,1,â⁺,-5.5514582079716187e-8,0.0
1.0,0.05,0.0875,2,1,â,-5.5514582079716187e-8,0.0
1.0,0.05,0.0875,2,1,n̂,0.7129114339772007,0.0
1.0,0.05,0.0875,3,1,â⁺,-4.196062826860329e-8,0.0
1.0,0.05,0.0875,3,1,â,-4.196062826860329e-8,0.0
1.0,0.05,0.0875,3,1,n̂,0.7118134884538106,0.0
1.0,0.05,0.0875,4,1,â⁺,-9.612381696300264e-9,0.0
1.0,0.05,0.0875,4,1,â,-9.612381696300264e-9,0.0
1.0,0.05,0.0875,4,1,n̂,0.7625778073135775,0.0
1.0,0.05,0.0875,5,1,â⁺,2.0692464828959084e-8,0.0
1.0,0.05,0.0875,5,1,â,2.0692464828959084e-8,0.0
1.0,0.05,0.0875,5,1,n̂,0.7625778667995012,0.0
1.0,0.05,0.0875,6,1,â⁺,-2.4777426598100573e-8,0.0
1.0,0.05,0.0875,6,1,â,-2.4777426598100573e-8,0.0
1.0,0.05,0.0875,6,1,n̂,0.7118134733673,0.0
1.0,0.05,0.0875,7,1,â⁺,-2.375360833829155e-10,0.0
1.0,0.05,0.0875,7,1,â,-2.375360833829155e-10,0.0
1.0,0.05,0.0875,7,1,n̂,0.712911171894266,0.0
1.0,0.05,0.0875,8,1,â⁺,3.061870240655056e-8,0.0
1.0,0.05,0.0875,8,1,â,3.061870240655056e-8,0.0
1.0,0.05,0.0875,8,1,n̂,0.8126972335041747,0.0
1.0,0.05,0.1,1,1,â⁺,1.9228440772030952e-8,0.0
1.0,0.05,0.1,1,1,â,1.9228440772030952e-8,0.0
1.0,0.05,0.1,1,1,n̂,0.8007169114189383,0.0
1.0,0.05,0.1,2,1,â⁺,2.1862568707362382e-8,0.0
1.0,0.05,0.1,2,1,â,2.1862568707362382e-8,0.0
1.0,0.05,0.1,2,1,n̂,0.7169601108800725,0.0
1.0,0.05,0.1,3,1,â⁺,1.0456647466387199e-8,0.0
1.0,0.05,0.1,3,1,â,1.0456647466387199e-8,0.0
1.0,0.05,0.1,3,1,n̂,0.7184302628074537,0.0
1.0,0.05,0.1,4,1,â⁺,1.219380144537201e-8,0.0
1.0,0.05,0.1,4,1,â,1.219380144537201e-8,0.0
1.0,0.05,0.1,4,1,n̂,0.7638926887331035,0.0
1.0,0.05,0.1,5,1,â⁺,-1.636540692532088e-8,0.0
1.0,0.05,0.1,5,1,â,-1.636540692532088e-8,0.0
1.0,0.05,0.1,5,1,n̂,0.7638926834911897,0.0
1.0,0.05,0.1,6,1,â⁺,-4.526884076162745e-8,0.0
1.0,0.05,0.1,6,1,â,-4.5268840761627444e-8,0.0
1.0,0.05,0.1,6,1,n̂,0.7184302643369356,0.0
1.0,0.05,0.1,7,1,â⁺,-4.893831204493299e-8,0.0
1.0,0.05,0.1,7,1,â,-4.893831204493299e-8,0.0
1.0,0.05,0.1,7,1,n̂,0.7169601361612591,0.0
1.0,0.05,0.1,8,1,â⁺,-7.6867591694861e-8,0.0
1.0,0.05,0.1,8,1,â,-7.6867591694861e-8,0.0
1.0,0.05,0.1,8,1,n̂,0.8007169421710444,0.0
1.0,0.05,0.1125,1,1,â⁺,-1.5860785091112472e-8,0.0
1.0,0.05,0.1125,1,1,â,-1.5860785091112472e-8,0.0
1.0,0.05,0.1125,1,1,n̂,0.7883849821994966,0.0
1.0,0.05,0.1125,2,1,â⁺,-1.313336644280162e-8,0.0
1.0,0.05,0.1125,2,1,â,-1.313336644280162e-8,0.0
1.0,0.05,0.1125,2,1,n̂,0.7212126452409704,0.0
1.0,0.05,0.1125,3,1,â⁺,-1.1122668468111253e-8,0.0
1.0,0.05,0.1125,3,1,â,-1.1122668468111253e-8,0.0
1.0,0.05,0.1125,3,1,n̂,0.7249634387326045,0.0
1.0,0.05,0.1125,4,1,â⁺,-4.540209292284701e-9,0.0
1.0,0.05,0.1125,4,1,â,-4.540209292284701e-9,0.0
1.0,0.05,0.1125,4,1,n̂,0.7654389154234469,0.0
1.0,0.05,0.1125,5,1,â⁺,4.556448367584671e-9,0.0
1.0,0.05,0.1125,5,1,â,4.556448367584671e-9,0.0
1.0,0.05,0.1125,5,1,n̂,0.7654389127991215,0.0
1.0,0.05,0.1125,6,1,â⁺,8.598212957378283e-9,0.0
1.0,0.05,0.1125,6,1,â,8.598212957378283e-9,0.0
1.0,0.05,0.1125,6,1,n̂,0.7249634406271712,0.0
1.0,0.05,0.1125,7,1,â⁺,1.0932114502899619e-8,0.0
1.0,0.05,0.1125,7,1,â,1.0932114502899619e-8,0.0
1.0,0.05,0.1125,7,1,n̂,0.7212126617183764,0.0
1.0,0.05,0.1125,8,1,â⁺,1.1518212399816443e-8,0.0
1.0,0.05,0.1125,8,1,â,1.1518212399816443e-8,0.0
1.0,0.05,0.1125,8,1,n̂,0.7883850032588394,0.0
1.0,0.05,0.125,1,1,â⁺,9.364271437657965e-10,0.0
1.0,0.05,0.125,1,1,â,9.364271437657965e-10,0.0
1.0,0.05,0.125,1,1,n̂,0.7757826546444995,0.0
1.0,0.05,0.125,2,1,â⁺,1.342777065438842e-10,0.0
1.0,0.05,0.125,2,1,â,1.342777065438842e-10,0.0
1.0,0.05,0.125,2,1,n̂,0.7256226999189718,0.0
1.0,0.05,0.125,3,1,â⁺,-4.121983407366357e-11,0.0
1.0,0.05,0.125,3,1,â,-4.121983407366367e-11,0.0
1.0,0.05,0.125,3,1,n̂,0.7313764228763107,0.0
1.0,0.05,0.125,4,1,â⁺,1.6718897496085926e-10,0.0
1.0,0.05,0.125,4,1,â,1.6718897496085926e-10,0.0
1.0,0.05,0.125,4,1,n̂,0.7672182223713269,0.0
1.0,0.05,0.125,5,1,â⁺,-1.0395392234330789e-10,0.0
1.0,0.05,0.125,5,1,â,-1.039539223433081e-10,0.0
1.0,0.05,0.125,5,1,n̂,0.7672182223502755,0.0
1.0,0.05,0.125,6,1,â⁺,-1.6019205485275916e-10,0.0
1.0,0.05,0.125,6,1,â,-1.6019205485275957e-10,0.0
1.0,0.05,0.125,6,1,n̂,0.7313764228988586,0.0
1.0,0.05,0.125,7,1,â⁺,-3.5084093049904055e-10,0.0
1.0,0.05,0.125,7,1,â,-3.5084093049904055e-10,0.0
1.0,0.05,0.125,7,1,n̂,0.7256227000786137,0.0
1.0,0.05,0.125,8,1,â⁺,-1.3751864948531642e-9,0.0
1.0,0.05,0.125,8,1,â,-1.3751864948531642e-9,0.0
1.0,0.05,0.125,8,1,n̂,0.7757826548611226,0.0
1.0,0.05,0.1375,1,1,â⁺,-6.947585833078656e-10,0.0
1.0,0.05,0.1375,1,1,â,-6.947585833078656e-10,0.0
1.0,0.05,0.1375,1,1,n̂,0.762995428795869,0.0
1.0,0.05,0.1375,2,1,â⁺,-6.938153840903821e-10,0.0
1.0,0.05,0.1375,2,1,â,-6.938153840903821e-10,0.0
1.0,0.05,0.1375,2,1,n̂,0.7301399496205896,0.0
1.0,0.05,0.1375,3,1,â⁺,-5.729292349161947e-10,0.0
1.0,0.05,0.1375,3,1,â,-5.729292349161947e-10,0.0
1.0,0.05,0.1375,3,1,n̂,0.7376388483344802,0.0
1.0,0.05,0.1375,4,1,â⁺,-2.3643717423175636e-10,0.0
1.0,0.05,0.1375,4,1,â,-2.3643717423175636e-10,0.0
1.0,0.05,0.1375,4,1,n̂,0.7692257736512312,0.0
1.0,0.05,0.1375,5,1,â⁺,2.3076216495766098e-10,0.0
1.0,0.05,0.1375,5,1,â,2.3076216495766098e-10,0.0
1.0,0.05,0.1375,5,1,n̂,0.7692257736849967,0.0
1.0,0.05,0.1375,6,1,â⁺,5.418001613465453e-10,0.0
1.0,0.05,0.1375,6,1,â,5.418001613465453e-10,0.0
1.0,0.05,0.1375,6,1,n̂,0.7376388482799654,0.0
1.0,0.05,0.1375,7,1,â⁺,6.662031076224053e-10,0.0
1.0,0.05,0.1375,7,1,â,6.662031076224053e-10,0.0
1.0,0.05,0.1375,7,1,n̂,0.7301399492981234,0.0
1.0,0.05,0.1375,8,1,â⁺,6.500420409230431e-10,0.0
1.0,0.05,0.1375,8,1,â,6.500420409230431e-10,0.0
1.0,0.05,0.1375,8,1,n̂,0.7629954283347701,0.0
1.0,0.05,0.15,1,1,â⁺,-2.3921623463148776e-12,0.0
1.0,0.05,0.15,1,1,â,-2.3921623463148776e-12,0.0
1.0,0.05,0.15,1,1,n̂,0.7501096039046871,0.0
1.0,0.05,0.15,2,1,â⁺,1.3761342132419729e-12,0.0
1.0,0.05,0.15,2,1,â,1.3761342132419745e-12,0.0
1.0,0.05,0.15,2,1,n̂,0.7347125922554607,0.0
1.0,0.05,0.15,3,1,â⁺,1.3020873649432402e-12,0.0
1.0,0.05,0.15,3,1,â,1.3020873649432402e-12,0.0
1.0,0.05,0.15,3,1,n̂,0.7437271408330408,0.0
1.0,0.05,0.15,4,1,â⁺,5.814368327400406e-13,0.0
1.0,0.05,0.15,4,1,â,5.814368327400406e-13,0.0
1.0,0.05,0.15,4,1,n̂,0.7714506630107396,0.0
1.0,0.05,0.15,5,1,â⁺,-6.884651002568741e-13,0.0
1.0,0.05,0.15,5,1,â,-6.884651002568741e-13,0.0
1.0,0.05,0.15,5,1,n̂,0.7714506630109683,0.0
1.0,0.05,0.15,6,1,â⁺,-3.3255150596910725e-12,0.0
1.0,0.05,0.15,6,1,â,-3.3255150596910725e-12,0.0
1.0,0.05,0.15,6,1,n̂,0.7437271408324446,0.0
1.0,0.05,0.15,7,1,â⁺,-3.4522649884296538e-12,0.0
1.0,0.05,0.15,7,1,â,-3.4522649884296534e-12,0.0
1.0,0.05,0.15,7,1,n̂,0.7347125922524906,0.0
1.0,0.05,0.15,8,1,â⁺,-1.3361336133181119e-12,0.0
1.0,0.05,0.15,8,1,â,-1.3361336133181123e-12,0.0
1.0,0.05,0.15,8,1,n̂,0.7501096039002304,0.0
1.0,0.05,0.1625,1,1,â⁺,1.685136120504013e-11,0.0
1.0,0.05,0.1625,1,1,â,1.685136120504013e-11,0.0
1.0,0.05,0.1625,1,1,n̂,0.7372086430031035,0.0
1.0,0.05,0.1625,2,1,â⁺,1.9812171371701683e-11,0.0
1.0,0.05,0.1625,2,1,â,1.9812171371701686e-11,0.0
1.0,0.05,0.1625,2,1,n̂,0.7392897971329959,0.0
1.0,0.05,0.1625,3,1,â⁺,1.600217180231135e-11,0.0
1.0,0.05,0.1625,3,1,â,1.600217180231135e-11,0.0
1.0,0.05,0.1625,3,1,n̂,0.7496245557175573,0.0
1.0,0.05,0.1625,4,1,â⁺,6.158245099579623e-12,0.0
1.0,0.05,0.1625,4,1,â,6.158245099579623e-12,0.0
1.0,0.05,0.1625,4,1,n̂,0.7738770041467601,0.0
1.0,0.05,0.1625,5,1,â⁺,-6.328835899763208e-12,0.0
1.0,0.05,0.1625,5,1,â,-6.328835899763208e-12,0.0
1.0,0.05,0.1625,5,1,n̂,0.7738770041467753,0.0
1.0,0.05,0.1625,6,1,â⁺,-1.6303883406299918e-11,0.0
1.0,0.05,0.1625,6,1,â,-1.6303883406299918e-11,0.0
1.0,0.05,0.1625,6,1,n̂,0.7496245557174869,0.0
1.0,0.05,0.1625,7,1,â⁺,-2.0122285317605413e-11,0.0
1.0,0.05,0.1625,7,1,â,-2.0122285317605413e-11,0.0
1.0,0.05,0.1625,7,1,n̂,0.7392897971326888,0.0
1.0,0.05,0.1625,8,1,â⁺,-1.7358581821715844e-11,0.0
1.0,0.05,0.1625,8,1,â,-1.7358581821715844e-11,0.0
1.0,0.05,0.1625,8,1,n̂,0.737208643002625,0.0
1.0,0.05,0.175,1,1,â⁺,1.642659560520466e-11,0.0
1.0,0.05,0.175,1,1,â,1.642659560520466e-11,0.0
1.0,0.05,0.175,1,1,n̂,0.7243702014820625,0.0
1.0,0.05,0.175,2,1,â⁺,1.9778771044118812e-11,0.0
1.0,0.05,0.175,2,1,â,1.9778771044118812e-11,0.0
1.0,0.05,0.175,2,1,n̂,0.7438238806136279,0.0
1.0,0.05,0.175,3,1,â⁺,1.5781093311449482e-11,0.0
1.0,0.05,0.175,3,1,â,1.5781093311449482e-11,0.0
1.0,0.05,0.175,3,1,n̂,0.7553207092670768,0.0
1.0,0.05,0.175,4,1,â⁺,5.963827443358375e-12,0.0
1.0,0.05,0.175,4,1,â,5.963827443358375e-12,0.0
1.0,0.05,0.175,4,1,n̂,0.7764852086401053,0.0
1.0,0.05,0.175,5,1,â⁺,-5.907382855869427e-12,0.0
1.0,0.05,0.175,5,1,â,-5.907382855869427e-12,0.0
1.0,0.05,0.175,5,1,n̂,0.776485208640145,0.0
1.0,0.05,0.175,6,1,â⁺,-1.571519239583772e-11,0.0
1.0,0.05,0.175,6,1,â,-1.571519239583772e-11,0.0
1.0,0.05,0.175,6,1,n̂,0.7553207092665397,0.0
1.0,0.05,0.175,7,1,â⁺,-1.9719169499127657e-11,0.0
1.0,0.05,0.175,7,1,â,-1.9719169499127657e-11,0.0
1.0,0.05,0.175,7,1,n̂,0.7438238806115987,0.0
1.0,0.05,0.175,8,1,â⁺,-1.641310499275994e-11,0.0
1.0,0.05,0.175,8,1,â,-1.641310499275994e-11,0.0
1.0,0.05,0.175,8,1,n̂,0.7243702014787955,0.0
1.0,0.05,0.1875,1,1,â⁺,-1.3695156249876769e-11,0.0
1.0,0.05,0.1875,1,1,â,-1.3695156249876769e-11,0.0
1.0,0.05,0.1875,1,1,n̂,0.7116639421729001,0.0
1.0,0.05,0.1875,2,1,â⁺,-1.5085770326191612e-11,0.0
1.0,0.05,0.1875,2,1,â,-1.5085770326191612e-11,0.0
1.0,0.05,0.1875,2,1,n̂,0.748271970355243,0.0
1.0,0.05,0.1875,3,1,â⁺,-1.1698911296266931e-11,0.0
1.0,0.05,0.1875,3,1,â,-1.1698911296266931e-11,0.0
1.0,0.05,0.1875,3,1,n̂,0.7608107713535909,0.0
1.0,0.05,0.1875,4,1,â⁺,-4.333912162666232e-12,0.0
1.0,0.05,0.1875,4,1,â,-4.333912162666232e-12,0.0
1.0,0.05,0.1875,4,1,n̂,0.7792533161293747,0.0
1.0,0.05,0.1875,5,1,â⁺,4.696661422304753e-12,0.0
1.0,0.05,0.1875,5,1,â,4.696661422304753e-12,0.0
1.0,0.05,0.1875,5,1,n̂,0.779253316129336,0.0
1.0,0.05,0.1875,6,1,â⁺,1.2063541801428438e-11,0.0
1.0,0.05,0.1875,6,1,â,1.2063541801428438e-11,0.0
1.0,0.05,0.1875,6,1,n̂,0.7608107713513459,0.0
1.0,0.05,0.1875,7,1,â⁺,1.5447117977641046e-11,0.0
1.0,0.05,0.1875,7,1,â,1.5447117977641046e-11,0.0
1.0,0.05,0.1875,7,1,n̂,0.7482719703477296,0.0
1.0,0.05,0.1875,8,1,â⁺,1.399192564003065e-11,0.0
1.0,0.05,0.1875,8,1,â,1.399192564003065e-11,0.0
1.0,0.05,0.1875,8,1,n̂,0.7116639421604685,0.0
1.0,0.05,0.2,1,1,â⁺,1.1284561897544755e-11,0.0
1.0,0.05,0.2,1,1,â,1.1284561897544755e-11,0.0
1.0,0.05,0.2,1,1,n̂,0.6991501857901752,0.0
1.0,0.05,0.2,2,1,â⁺,1.2351980281679398e-11,0.0
1.0,0.05,0.2,2,1,â,1.2351980281679398e-11,0.0
1.0,0.05,0.2,2,1,n̂,0.7525970888099106,0.0
1.0,0.05,0.2,3,1,â⁺,9.487337070104037e-12,0.0
1.0,0.05,0.2,3,1,â,9.487337070104037e-12,0.0
1.0,0.05,0.2,3,1,n̂,0.7660944847133451,0.0
1.0,0.05,0.2,4,1,â⁺,3.6152589568524586e-12,0.0
1.0,0.05,0.2,4,1,â,3.6152589568524586e-12,0.0
1.0,0.05,0.2,4,1,n̂,0.7821582406751275,0.0
1.0,0.05,0.2,5,1,â⁺,-3.431108784673796e-12,0.0
1.0,0.05,0.2,5,1,â,-3.431108784673796e-12,0.0
1.0,0.05,0.2,5,1,n̂,0.7821582406753531,0.0
1.0,0.05,0.2,6,1,â⁺,-9.294447884509295e-12,0.0
1.0,0.05,0.2,6,1,â,-9.294447884509295e-12,0.0
1.0,0.05,0.2,6,1,n̂,0.7660944847158351,0.0
1.0,0.05,0.2,7,1,â⁺,-1.2171136336214315e-11,0.0
1.0,0.05,0.2,7,1,â,-1.2171136336214313e-11,0.0
1.0,0.05,0.2,7,1,n̂,0.7525970888174207,0.0
1.0,0.05,0.2,8,1,â⁺,-1.1158761775867e-11,0.0
1.0,0.05,0.2,8,1,â,-1.1158761775867e-11,0.0
1.0,0.05,0.2,8,1,n̂,0.699150185802856,0.0
1.0,0.05,0.2125,1,1,â⁺,-2.6230187711918107e-12,0.0
1.0,0.05,0.2125,1,1,â,-2.6230187711918107e-12,0.0
1.0,0.05,0.2125,1,1,n̂,0.68687933577708,0.0
1.0,0.05,0.2125,2,1,â⁺,-3.067693920735067e-12,0.0
1.0,0.05,0.2125,2,1,â,-3.067693920735067e-12,0.0
1.0,0.05,0.2125,2,1,n̂,0.7567686794959954,0.0
1.0,0.05,0.2125,3,1,â⁺,-2.2694989985023946e-12,0.0
1.0,0.05,0.2125,3,1,â,-2.2694989985023946e-12,0.0
1.0,0.05,0.2125,3,1,n̂,0.7711751466112944,0.0
1.0,0.05,0.2125,4,1,â⁺,-6.908121720838709e-13,0.0
1.0,0.05,0.2125,4,1,â,-6.908121720838709e-13,0.0
1.0,0.05,0.2125,4,1,n̂,0.7851768381107214,0.0
1.0,0.05,0.2125,5,1,â⁺,1.1060816789460855e-12,0.0
1.0,0.05,0.2125,5,1,â,1.1060816789460863e-12,0.0
1.0,0.05,0.2125,5,1,n̂,0.7851768381108875,0.0
1.0,0.05,0.2125,6,1,â⁺,2.6895928096403385e-12,0.0
1.0,0.05,0.2125,6,1,â,2.6895928096403393e-12,0.0
1.0,0.05,0.2125,6,1,n̂,0.7711751466124382,0.0
1.0,0.05,0.2125,7,1,â⁺,3.494114271520401e-12,0.0
1.0,0.05,0.2125,7,1,â,3.4941142715204e-12,0.0
1.0,0.05,0.2125,7,1,n̂,0.7567686794991425,0.0
1.0,0.05,0.2125,8,1,â⁺,2.983940557760634e-12,0.0
1.0,0.05,0.2125,8,1,â,2.983940557760634e-12,0.0
1.0,0.05,0.2125,8,1,n̂,0.6868793357824738,0.0
1.0,0.05,0.225,1,1,â⁺,-1.2809585993555013e-13,0.0
1.0,0.05,0.225,1,1,â,-1.2809585993555013e-13,0.0
1.0,0.05,0.225,1,1,n̂,0.8391845543203957,0.0
1.0,0.05,0.225,2,1,â⁺,-1.3312607952328329e-13,0.0
1.0,0.05,0.225,2,1,â,-1.331260795232833e-13,0.0
1.0,0.05,0.225,2,1,n̂,0.896567313731006,0.0
1.0,0.05,0.225,3,1,â⁺,-1.2872520948839994e-13,0.0
1.0,0.05,0.225,3,1,â,-1.2872520948839994e-13,0.0
1.0,0.05,0.225,3,1,n̂,0.8854399776993378,0.0
1.0,0.05,0.225,4,1,â⁺,-1.2610742627813893e-13,0.0
1.0,0.05,0.225,4,1,â,-1.261074262781389e-13,0.0
1.0,0.05,0.225,4,1,n̂,0.8788081542490978,0.0
1.0,0.05,0.225,5,1,â⁺,-1.2515321973494806e-13,0.0
1.0,0.05,0.225,5,1,â,-1.2515321973494806e-13,0.0
1.0,0.05,0.225,5,1,n̂,0.878808154249127,0.0
1.0,0.05,0.225,6,1,â⁺,-1.2554016089378547e-13,0.0
1.0,0.05,0.225,6,1,â,-1.2554016089378547e-13,0.0
1.0,0.05,0.225,6,1,n̂,0.8854399776994212,0.0
1.0,0.05,0.225,7,1,â⁺,-1.2749348173665666e-13,0.0
1.0,0.05,0.225,7,1,â,-1.2749348173665666e-13,0.0
1.0,0.05,0.225,7,1,n̂,0.8965673137311263,0.0
1.0,0.05,0.225,8,1,â⁺,-1.2077826350736086e-13,0.0
1.0,0.05,0.225,8,1,â,-1.2077826350736086e-13,0.0
1.0,0.05,0.225,8,1,n̂,0.8391845543205415,0.0
1.0,0.05,0.2375,1,1,â⁺,-6.683278982899898e-14,0.0
1.0,0.05,0.2375,1,1,â,-6.683278982899898e-14,0.0
1.0,0.05,0.2375,1,1,n̂,0.8271469347857558,0.0
1.0,0.05,0.2375,2,1,â⁺,-7.364196362225116e-14,0.0
1.0,0.05,0.2375,2,1,â,-7.364196362225116e-14,0.0
1.0,0.05,0.2375,2,1,n̂,0.8981050274857418,0.0
1.0,0.05,0.2375,3,1,â⁺,-7.156586396948322e-14,0.0
1.0,0.05,0.2375,3,1,â,-7.156586396948322e-14,0.0
1.0,0.05,0.2375,3,1,n̂,0.8901074150757683,0.0
1.0,0.05,0.2375,4,1,â⁺,-6.974547628035506e-14,0.0
1.0,0.05,0.2375,4,1,â,-6.974547628035507e-14,0.0
1.0,0.05,0.2375,4,1,n̂,0.884640622652721,0.0
1.0,0.05,0.2375,5,1,â⁺,-6.938497410984279e-14,0.0
1.0,0.05,0.2375,5,1,â,-6.93849741098428e-14,0.0
1.0,0.05,0.2375,5,1,n̂,0.8846406226527213,0.0
